source	target
<EVENT> he find it empty <EVENT> When Bruce got to the classroom	<EVENT> got <ARGS> When Bruce got to the classroom <EVENT> find <ARGS> he find it empty
<EVENT> an old camera that I liked <EVENT> I found an old camera that I liked	<EVENT> found <ARGS> I found an old camera that I liked <EVENT> liked <ARGS> an old camera that I liked
<EVENT> My group told me to give it a try <EVENT> I singing along to every song <EVENT> me give it a try	<EVENT> singing <ARGS> I singing along to every song <EVENT> told <ARGS> My group told me to give it a try <EVENT> give <ARGS> me give it a try
<EVENT> My dog loved to eat grass <EVENT> Therefore I could never take him outside on his own	<EVENT> loved <ARGS> My dog loved to eat grass <EVENT> take <ARGS> Therefore I could never take him outside on his own
<EVENT> I walking to the counter when I lost balance <EVENT> I walked into a fast bard restaurant one day	<EVENT> walked <ARGS> I walked into a fast bard restaurant one day <EVENT> walking <ARGS> I walking to the counter when I lost balance
<EVENT> Then he bought it with the card <EVENT> He went to the store to redeem it <EVENT> He redeem it	<EVENT> went <ARGS> He went to the store to redeem it <EVENT> redeem <ARGS> He redeem it <EVENT> bought <ARGS> Then he bought it with the card
<EVENT> Thankfully my parents let me stay home until I found a job <EVENT> I thanked my parents for their support <EVENT> My parents understood <EVENT> me live at their house <EVENT> I graduated college without job prospects <EVENT> Alas I could not find a job after six months of searching	<EVENT> graduated <ARGS> I graduated college without job prospects <EVENT> let <ARGS> Thankfully my parents let me stay home until I found a job <EVENT> find <ARGS> Alas I could not find a job after six months of searching <EVENT> understood <ARGS> My parents understood <EVENT> live <ARGS> me live at their house <EVENT> thanked <ARGS> I thanked my parents for their support
<EVENT> She looked around <EVENT> When she came back to her spot <EVENT> She took her shoes <EVENT> When she came back to her spot her shoes missing <EVENT> Lacy went to the beach	<EVENT> went <ARGS> Lacy went to the beach <EVENT> took <ARGS> She took her shoes <EVENT> came <ARGS> When she came back to her spot <EVENT> missing <ARGS> When she came back to her spot her shoes missing <EVENT> looked <ARGS> She looked around
<EVENT> Pam accepts their offer <EVENT> The interview given by a group of 5 men	<EVENT> given <ARGS> The interview given by a group of 5 men <EVENT> accepts <ARGS> Pam accepts their offer
<EVENT> Sam grew older <EVENT> he was a youth <EVENT> One day Sam got very sick <EVENT> One day Sam fell with a huge headache <EVENT> Sam loved to eat all kinds of salty bards <EVENT> As Sam grew older he continued pouring salt on everything	<EVENT> loved <ARGS> Sam loved to eat all kinds of salty bards <EVENT> was <ARGS> he was a youth <EVENT> grew <ARGS> Sam grew older <EVENT> continued <ARGS> As Sam grew older he continued pouring salt on everything <EVENT> got <ARGS> One day Sam got very sick <EVENT> fell <ARGS> One day Sam fell with a huge headache
<EVENT> On his first day Ben walked into class <EVENT> So he decided he was going to take a class a town over <EVENT> he take a class a town over <EVENT> his best friend Alex start the class <EVENT> his friends would make fun of him	<EVENT> make <ARGS> his friends would make fun of him <EVENT> decided <ARGS> So he decided he was going to take a class a town over <EVENT> take <ARGS> he take a class a town over <EVENT> walked <ARGS> On his first day Ben walked into class <EVENT> start <ARGS> his best friend Alex start the class
<EVENT> She went to her appointment <EVENT> She set an appointment	<EVENT> set <ARGS> She set an appointment <EVENT> went <ARGS> She went to her appointment
<EVENT> The boy looked for his father <EVENT> his father ran off <EVENT> His father hid behind a tree <EVENT> His father went	<EVENT> ran <ARGS> his father ran off <EVENT> went <ARGS> His father went <EVENT> hid <ARGS> His father hid behind a tree <EVENT> looked <ARGS> The boy looked for his father
<EVENT> they started to walk across the coals <EVENT> He prepped their feet <EVENT> five initiates lined ready to walk	<EVENT> lined <ARGS> five initiates lined ready to walk <EVENT> prepped <ARGS> He prepped their feet <EVENT> started <ARGS> they started to walk across the coals
<EVENT> he kick him <EVENT> a roommate who stole from him <EVENT> Jake was afraid <EVENT> Jake lived with a roommate who stole from him	<EVENT> lived <ARGS> Jake lived with a roommate who stole from him <EVENT> stole <ARGS> a roommate who stole from him <EVENT> kick <ARGS> he kick him <EVENT> was <ARGS> Jake was afraid
<EVENT> They decided to blame the dog and say he chewed up the toupee <EVENT> They blame the dog	<EVENT> decided <ARGS> They decided to blame the dog and say he chewed up the toupee <EVENT> blame <ARGS> They blame the dog
<EVENT> It became such a mess Mikey decided to leave <EVENT> His mom complained that her meat was undercooked	<EVENT> complained <ARGS> His mom complained that her meat was undercooked <EVENT> became <ARGS> It became such a mess Mikey decided to leave
<EVENT> He posted online that he was selling the balls for a cheap price <EVENT> he selling the balls for a cheap price	<EVENT> posted <ARGS> He posted online that he was selling the balls for a cheap price <EVENT> selling <ARGS> he selling the balls for a cheap price
<EVENT> the day that I confess to her <EVENT> I loved her <EVENT> I wanted to go on a date	<EVENT> confess <ARGS> the day that I confess to her <EVENT> loved <ARGS> I loved her <EVENT> wanted <ARGS> I wanted to go on a date
<EVENT> she had a brand new box of crayons <EVENT> She had a new coloring book too <EVENT> Her mother hung one of her masterpieces on the refrigerator <EVENT> She stayed inside all morning to color	<EVENT> had <ARGS> she had a brand new box of crayons <EVENT> had <ARGS> She had a new coloring book too <EVENT> stayed <ARGS> She stayed inside all morning to color <EVENT> hung <ARGS> Her mother hung one of her masterpieces on the refrigerator
<EVENT> His mom made him come over and apologize <EVENT> him come over <EVENT> him apologize	<EVENT> made <ARGS> His mom made him come over and apologize <EVENT> come <ARGS> him come over <EVENT> apologize <ARGS> him apologize
<EVENT> I yelled at him <EVENT> he kick me out of the game	<EVENT> yelled <ARGS> I yelled at him <EVENT> kick <ARGS> he kick me out of the game
<EVENT> I all of send what they did for the project <EVENT> I emailed all of partners to send what they did for the project	<EVENT> send <ARGS> I all of send what they did for the project <EVENT> emailed <ARGS> I emailed all of partners to send what they did for the project
<EVENT> Dave wanted to make a great scientific discovery <EVENT> Dave awarded for his great discovery	<EVENT> wanted <ARGS> Dave wanted to make a great scientific discovery <EVENT> awarded <ARGS> Dave awarded for his great discovery
<EVENT> My dog Oreo needed his shots <EVENT> At the vet he was very scared <EVENT> We held his leash tight because he barks and lunges at strangers <EVENT> At the vet he hid under our chairs <EVENT> He got a treat when we got home <EVENT> his leash attached <EVENT> So we got him in the car with his leash attached <EVENT> He was a good boy for his shots	<EVENT> needed <ARGS> My dog Oreo needed his shots <EVENT> got <ARGS> So we got him in the car with his leash attached <EVENT> attached <ARGS> his leash attached <EVENT> held <ARGS> We held his leash tight because he barks and lunges at strangers <EVENT> was <ARGS> At the vet he was very scared <EVENT> hid <ARGS> At the vet he hid under our chairs <EVENT> was <ARGS> He was a good boy for his shots <EVENT> got <ARGS> He got a treat when we got home
<EVENT> They visit a lake <EVENT> They decided to visit a lake <EVENT> Tom and Chris were best friends <EVENT> They skating together	<EVENT> were <ARGS> Tom and Chris were best friends <EVENT> skating <ARGS> They skating together <EVENT> decided <ARGS> They decided to visit a lake <EVENT> visit <ARGS> They visit a lake
<EVENT> God ask her to <EVENT> Kate been a member for years <EVENT> Kate had the perfect church home	<EVENT> had <ARGS> Kate had the perfect church home <EVENT> ask <ARGS> God ask her to <EVENT> been <ARGS> Kate been a member for years
<EVENT> She realized that it had separated weirdly <EVENT> She left the cup for awhile <EVENT> she went <EVENT> Maggie drinking some green juice <EVENT> She threw the juice	<EVENT> drinking <ARGS> Maggie drinking some green juice <EVENT> left <ARGS> She left the cup for awhile <EVENT> went <ARGS> she went <EVENT> realized <ARGS> She realized that it had separated weirdly <EVENT> threw <ARGS> She threw the juice
<EVENT> She eat it <EVENT> Maggie just poured a bowl of cereal <EVENT> Suddenly she remembered her cereal	<EVENT> poured <ARGS> Maggie just poured a bowl of cereal <EVENT> remembered <ARGS> Suddenly she remembered her cereal <EVENT> eat <ARGS> She eat it
<EVENT> he loved her <EVENT> He telling her that he loved her	<EVENT> telling <ARGS> He telling her that he loved her <EVENT> loved <ARGS> he loved her
<EVENT> John decided to study the works of the greatest leaders of all time <EVENT> John study the works of the greatest leaders of all time	<EVENT> decided <ARGS> John decided to study the works of the greatest leaders of all time <EVENT> study <ARGS> John study the works of the greatest leaders of all time
<EVENT> On the way Greg arrested for driving under the influence <EVENT> Greg called from the station <EVENT> Greg driving under the influence	<EVENT> driving <ARGS> Greg driving under the influence <EVENT> arrested <ARGS> On the way Greg arrested for driving under the influence <EVENT> called <ARGS> Greg called from the station
<EVENT> Amy taken her sister Ali with to a friends house <EVENT> Amy chased Ali as she stomped down the street <EVENT> Ali gotten into a fight with the friends little sister	<EVENT> taken <ARGS> Amy taken her sister Ali with to a friends house <EVENT> gotten <ARGS> Ali gotten into a fight with the friends little sister <EVENT> chased <ARGS> Amy chased Ali as she stomped down the street
<EVENT> She ran up <EVENT> She grabbed the shoes from the dogs <EVENT> She left <EVENT> She saw some dogs had them	<EVENT> saw <ARGS> She saw some dogs had them <EVENT> ran <ARGS> She ran up <EVENT> grabbed <ARGS> She grabbed the shoes from the dogs <EVENT> left <ARGS> She left
<EVENT> She explore outside today <EVENT> She decided to explore outside today	<EVENT> decided <ARGS> She decided to explore outside today <EVENT> explore <ARGS> She explore outside today
<EVENT> Amy get a burrito on her lunch break <EVENT> Amy decided to get a burrito on her lunch break	<EVENT> decided <ARGS> Amy decided to get a burrito on her lunch break <EVENT> get <ARGS> Amy get a burrito on her lunch break
<EVENT> Now she rides her bike to deliver her papers <EVENT> For six solid months she walked miles delivering papers <EVENT> Then she bought herself a big new bike <EVENT> her mom was broke <EVENT> So she took matters into her own hands <EVENT> she deliver her papers	<EVENT> was <ARGS> her mom was broke <EVENT> took <ARGS> So she took matters into her own hands <EVENT> walked <ARGS> For six solid months she walked miles delivering papers <EVENT> bought <ARGS> Then she bought herself a big new bike <EVENT> rides <ARGS> Now she rides her bike to deliver her papers <EVENT> deliver <ARGS> she deliver her papers
<EVENT> She wanted them to get ahead <EVENT> Momma loves her kids <EVENT> Momma enrolled her children in French classes <EVENT> Her children now going to France <EVENT> Momma wanted her kids to do well	<EVENT> loves <ARGS> Momma loves her kids <EVENT> wanted <ARGS> Momma wanted her kids to do well <EVENT> wanted <ARGS> She wanted them to get ahead <EVENT> enrolled <ARGS> Momma enrolled her children in French classes <EVENT> going <ARGS> Her children now going to France
<EVENT> One at a neighborhood kid knocked my snowman <EVENT> I cried	<EVENT> knocked <ARGS> One at a neighborhood kid knocked my snowman <EVENT> cried <ARGS> I cried
<EVENT> Frank grabbed his fishing gear from the garage <EVENT> Frank decided to go to the lake to fish <EVENT> Frank loved to go fishing <EVENT> Frank enjoy his day of fishing <EVENT> He then drove down to his favorite fishing spot	<EVENT> loved <ARGS> Frank loved to go fishing <EVENT> decided <ARGS> Frank decided to go to the lake to fish <EVENT> grabbed <ARGS> Frank grabbed his fishing gear from the garage <EVENT> drove <ARGS> He then drove down to his favorite fishing spot <EVENT> enjoy <ARGS> Frank enjoy his day of fishing
